scenario_id,regime,transfer_regime,replicates,model,mean_uno_c,mean_delta_c_vs_B0,negative_transfer_rate,catastrophic_negative_transfer_rate,frozen_role,eligible_for_primary_selection
STRESS_0057,R5,R5_MISLEADING_SOURCE,100,A3,0.4632270661,-0.09942028522,1,0.95,frozen selectable architecture,True
STRESS_0057,R5,R5_MISLEADING_SOURCE,100,A4,0.429059599,-0.1335877544,1,1,frozen non-selectable comparator,False
STRESS_0057,R5,R5_MISLEADING_SOURCE,100,B0,0.5626473507,0,0,0,frozen target-only reference,False
STRESS_0057,R5,R5_MISLEADING_SOURCE,100,B4,0.4941659313,-0.06848142106,1,0.85,frozen non-selectable comparator,False
STRESS_0058,R5,R5_MISLEADING_SOURCE,100,A0,0.5658457807,-0.0005023103841,0,0,frozen non-selectable comparator,False
STRESS_0058,R5,R5_MISLEADING_SOURCE,100,A1,0.6507612297,0.08441313707,0.02,0.01,frozen non-selectable comparator,False
STRESS_0058,R5,R5_MISLEADING_SOURCE,100,A2,0.5984350276,0.03208693762,0.15,0.08,frozen selectable architecture,True
STRESS_0058,R5,R5_MISLEADING_SOURCE,100,A3,0.4767848361,-0.08956325378,0.99,0.91,frozen selectable architecture,True
STRESS_0058,R5,R5_MISLEADING_SOURCE,100,A4,0.4376014087,-0.1287466851,1,1,frozen non-selectable comparator,False
STRESS_0058,R5,R5_MISLEADING_SOURCE,100,B0,0.5663480917,0,0,0,frozen target-only reference,False
STRESS_0058,R5,R5_MISLEADING_SOURCE,100,B4,0.5072469795,-0.05910111574,1,0.67,frozen non-selectable comparator,False
STRESS_0059,R5,R5_MISLEADING_SOURCE,100,A0,0.5800388521,-0.004066836578,0.05,0,frozen non-selectable comparator,False
STRESS_0059,R5,R5_MISLEADING_SOURCE,100,A1,0.66287999,0.07877430246,0.02,0.01,frozen non-selectable comparator,False
STRESS_0059,R5,R5_MISLEADING_SOURCE,100,A2,0.6186853048,0.03457961599,0.14,0.04,frozen selectable architecture,True
STRESS_0059,R5,R5_MISLEADING_SOURCE,100,A3,0.5030586469,-0.08104704237,0.99,0.85,frozen selectable architecture,True
STRESS_0059,R5,R5_MISLEADING_SOURCE,100,A4,0.4596318856,-0.1244738042,0.99,0.98,frozen non-selectable comparator,False
STRESS_0059,R5,R5_MISLEADING_SOURCE,100,B0,0.5841056931,0,0,0,frozen target-only reference,False
STRESS_0059,R5,R5_MISLEADING_SOURCE,100,B4,0.5330299777,-0.05107571295,0.97,0.53,frozen non-selectable comparator,False
STRESS_0060,R5,R5_MISLEADING_SOURCE,100,A0,0.5649588332,-0.0007897682885,0.01,0,frozen non-selectable comparator,False
STRESS_0060,R5,R5_MISLEADING_SOURCE,100,A1,0.6365190735,0.07077047202,0.05,0.03,frozen non-selectable comparator,False
STRESS_0060,R5,R5_MISLEADING_SOURCE,100,A2,0.591158748,0.02541014428,0.19,0.09,frozen selectable architecture,True
STRESS_0060,R5,R5_MISLEADING_SOURCE,100,A3,0.4703586993,-0.09538990332,1,0.87,frozen selectable architecture,True
STRESS_0060,R5,R5_MISLEADING_SOURCE,100,A4,0.4394697937,-0.1262788078,0.99,0.96,frozen non-selectable comparator,False
STRESS_0060,R5,R5_MISLEADING_SOURCE,100,B0,0.5657486051,0,0,0,frozen target-only reference,False
STRESS_0060,R5,R5_MISLEADING_SOURCE,100,B4,0.5030332547,-0.06271534629,0.99,0.74,frozen non-selectable comparator,False
STRESS_0061,R5,R5_MISLEADING_SOURCE,100,A0,0.5624373457,-0.001385704124,0.01,0,frozen non-selectable comparator,False
STRESS_0061,R5,R5_MISLEADING_SOURCE,100,A1,0.6470658934,0.08324284633,0.03,0.01,frozen non-selectable comparator,False
STRESS_0061,R5,R5_MISLEADING_SOURCE,100,A2,0.5964999294,0.03267687956,0.15,0.05,frozen selectable architecture,True
STRESS_0061,R5,R5_MISLEADING_SOURCE,100,A3,0.4771457192,-0.08667732927,0.94,0.88,frozen selectable architecture,True
STRESS_0061,R5,R5_MISLEADING_SOURCE,100,A4,0.4402216339,-0.1236014154,1,0.95,frozen non-selectable comparator,False
STRESS_0061,R5,R5_MISLEADING_SOURCE,100,B0,0.5638230467,0,0,0,frozen target-only reference,False
STRESS_0061,R5,R5_MISLEADING_SOURCE,100,B4,0.5069827998,-0.05684024762,0.96,0.63,frozen non-selectable comparator,False
STRESS_0062,R5,R5_MISLEADING_SOURCE,100,A0,0.5685536337,-0.003431227161,0.08,0,frozen non-selectable comparator,False
STRESS_0062,R5,R5_MISLEADING_SOURCE,100,A1,0.6569536966,0.08496883299,0.01,0,frozen non-selectable comparator,False
STRESS_0062,R5,R5_MISLEADING_SOURCE,100,A2,0.605930478,0.03394561468,0.12,0.05,frozen selectable architecture,True
STRESS_0062,R5,R5_MISLEADING_SOURCE,100,A3,0.4903768542,-0.08160800614,0.96,0.87,frozen selectable architecture,True
STRESS_0062,R5,R5_MISLEADING_SOURCE,100,A4,0.4556972706,-0.1162875897,1,0.94,frozen non-selectable comparator,False
STRESS_0062,R5,R5_MISLEADING_SOURCE,100,B0,0.5719848606,0,0,0,frozen target-only reference,False
STRESS_0062,R5,R5_MISLEADING_SOURCE,100,B4,0.5213551575,-0.05062970506,1,0.51,frozen non-selectable comparator,False
STRESS_0063,R5,R5_MISLEADING_SOURCE,100,A0,0.563251597,-0.001095689062,0.01,0,frozen non-selectable comparator,False
STRESS_0063,R5,R5_MISLEADING_SOURCE,100,A1,0.6510260776,0.086678792,0.03,0.03,frozen non-selectable comparator,False
STRESS_0063,R5,R5_MISLEADING_SOURCE,100,A2,0.6020193076,0.0376720231,0.16,0.03,frozen selectable architecture,True
STRESS_0063,R5,R5_MISLEADING_SOURCE,100,A3,0.4683165678,-0.09603071714,1,0.9,frozen selectable architecture,True
STRESS_0063,R5,R5_MISLEADING_SOURCE,100,A4,0.4343865967,-0.1299606906,1,0.98,frozen non-selectable comparator,False
STRESS_0063,R5,R5_MISLEADING_SOURCE,100,B0,0.564347288,0,0,0,frozen target-only reference,False
STRESS_0063,R5,R5_MISLEADING_SOURCE,100,B4,0.504117302,-0.06022998381,1,0.68,frozen non-selectable comparator,False
STRESS_0064,R5,R5_MISLEADING_SOURCE,100,A0,0.568576183,-0.002223460298,0.02,0,frozen non-selectable comparator,False
STRESS_0064,R5,R5_MISLEADING_SOURCE,100,A1,0.6517352921,0.08093564822,0.02,0.02,frozen non-selectable comparator,False
STRESS_0064,R5,R5_MISLEADING_SOURCE,100,A2,0.5940168688,0.02321722355,0.19,0.08,frozen selectable architecture,True
STRESS_0064,R5,R5_MISLEADING_SOURCE,100,A3,0.445350993,-0.125448653,1,0.97,frozen selectable architecture,True
STRESS_0064,R5,R5_MISLEADING_SOURCE,100,A4,0.4476532087,-0.1231464357,1,0.98,frozen non-selectable comparator,False
STRESS_0064,R5,R5_MISLEADING_SOURCE,100,B0,0.5707996443,0,0,0,frozen target-only reference,False
STRESS_0064,R5,R5_MISLEADING_SOURCE,100,B4,0.5105180204,-0.06028162604,1,0.71,frozen non-selectable comparator,False
STRESS_0065,R5,R5_MISLEADING_SOURCE,100,A0,0.5690481114,-0.0009056741899,0,0,frozen non-selectable comparator,False
STRESS_0065,R5,R5_MISLEADING_SOURCE,100,A1,0.6509385812,0.08098479559,0.03,0.03,frozen non-selectable comparator,False
STRESS_0065,R5,R5_MISLEADING_SOURCE,100,A2,0.6012414151,0.03128762901,0.17,0.06,frozen selectable architecture,True
STRESS_0065,R5,R5_MISLEADING_SOURCE,100,A3,0.425436959,-0.1445168259,1,0.97,frozen selectable architecture,True
STRESS_0065,R5,R5_MISLEADING_SOURCE,100,A4,0.4381810209,-0.1317727637,1,0.98,frozen non-selectable comparator,False
STRESS_0065,R5,R5_MISLEADING_SOURCE,100,B0,0.5699537864,0,0,0,frozen target-only reference,False
STRESS_0065,R5,R5_MISLEADING_SOURCE,100,B4,0.5100038841,-0.05994990177,1,0.71,frozen non-selectable comparator,False
STRESS_0066,R5,R5_MISLEADING_SOURCE,100,A0,0.5665214762,-0.002385345092,0.01,0,frozen non-selectable comparator,False
STRESS_0066,R5,R5_MISLEADING_SOURCE,100,A1,0.6441511244,0.07524430259,0.04,0.02,frozen non-selectable comparator,False
STRESS_0066,R5,R5_MISLEADING_SOURCE,100,A2,0.5912090757,0.02230225495,0.21,0.11,frozen selectable architecture,True
STRESS_0066,R5,R5_MISLEADING_SOURCE,100,A3,0.4831366262,-0.0857701933,0.99,0.87,frozen selectable architecture,True
STRESS_0066,R5,R5_MISLEADING_SOURCE,100,A4,0.4489349675,-0.1199718568,1,0.96,frozen non-selectable comparator,False
STRESS_0066,R5,R5_MISLEADING_SOURCE,100,B0,0.5689068249,0,0,0,frozen target-only reference,False
STRESS_0066,R5,R5_MISLEADING_SOURCE,100,B4,0.5142809194,-0.05462590372,0.98,0.59,frozen non-selectable comparator,False
STRESS_0067,R5,R5_MISLEADING_SOURCE,100,A0,0.5669265136,-0.001906568078,0.03,0,frozen non-selectable comparator,False
STRESS_0067,R5,R5_MISLEADING_SOURCE,100,A1,0.6376321623,0.06879907603,0.08,0.03,frozen non-selectable comparator,False
STRESS_0067,R5,R5_MISLEADING_SOURCE,100,A2,0.588797285,0.01996419939,0.19,0.11,frozen selectable architecture,True
STRESS_0067,R5,R5_MISLEADING_SOURCE,100,A3,0.4497134489,-0.1191196351,1,0.96,frozen selectable architecture,True
STRESS_0067,R5,R5_MISLEADING_SOURCE,100,A4,0.4462058416,-0.1226272427,1,0.99,frozen non-selectable comparator,False
STRESS_0067,R5,R5_MISLEADING_SOURCE,100,B0,0.5688330832,0,0,0,frozen target-only reference,False
STRESS_0067,R5,R5_MISLEADING_SOURCE,100,B4,0.5155563509,-0.05327673284,0.99,0.54,frozen non-selectable comparator,False
STRESS_0068,R5,R5_MISLEADING_SOURCE,100,A0,0.5757710281,-0.001420803589,0,0,frozen non-selectable comparator,False
STRESS_0068,R5,R5_MISLEADING_SOURCE,100,A1,0.6377256402,0.0605338067,0.04,0.03,frozen non-selectable comparator,False
STRESS_0068,R5,R5_MISLEADING_SOURCE,100,A2,0.5984232971,0.02123146443,0.26,0.07,frozen selectable architecture,True
STRESS_0068,R5,R5_MISLEADING_SOURCE,100,A3,0.4408568177,-0.1363350161,1,0.97,frozen selectable architecture,True
STRESS_0068,R5,R5_MISLEADING_SOURCE,100,A4,0.4556103724,-0.1215814608,1,0.96,frozen non-selectable comparator,False
STRESS_0068,R5,R5_MISLEADING_SOURCE,100,B0,0.5771918339,0,0,0,frozen target-only reference,False
STRESS_0068,R5,R5_MISLEADING_SOURCE,100,B4,0.5209994689,-0.05619236233,0.98,0.61,frozen non-selectable comparator,False
STRESS_0069,R5,R5_MISLEADING_SOURCE,100,A0,0.5670602968,-0.001991949539,0.01,0,frozen non-selectable comparator,False
STRESS_0069,R5,R5_MISLEADING_SOURCE,100,A1,0.6101348633,0.0410826184,0.15,0.08,frozen non-selectable comparator,False
STRESS_0069,R5,R5_MISLEADING_SOURCE,100,A2,0.5767164496,0.007664205578,0.29,0.13,frozen selectable architecture,True
STRESS_0069,R5,R5_MISLEADING_SOURCE,100,A3,0.4982946476,-0.07075759626,0.93,0.7,frozen selectable architecture,True
STRESS_0069,R5,R5_MISLEADING_SOURCE,100,A4,0.467552695,-0.1014995489,0.97,0.93,frozen non-selectable comparator,False
STRESS_0069,R5,R5_MISLEADING_SOURCE,100,B0,0.5690522441,0,0,0,frozen target-only reference,False
STRESS_0069,R5,R5_MISLEADING_SOURCE,100,B4,0.5270130152,-0.04203923232,0.93,0.29,frozen non-selectable comparator,False
STRESS_0070,R5,R5_MISLEADING_SOURCE,100,A0,0.5667132971,-0.002367146286,0.03,0,frozen non-selectable comparator,False
STRESS_0070,R5,R5_MISLEADING_SOURCE,100,A1,0.6113298711,0.04224942886,0.18,0.07,frozen non-selectable comparator,False
STRESS_0070,R5,R5_MISLEADING_SOURCE,100,A2,0.5745829242,0.005502477671,0.32,0.17,frozen selectable architecture,True
STRESS_0070,R5,R5_MISLEADING_SOURCE,100,A3,0.460094395,-0.1089860492,1,0.94,frozen selectable architecture,True
STRESS_0070,R5,R5_MISLEADING_SOURCE,100,A4,0.4638863409,-0.1051941025,0.99,0.96,frozen non-selectable comparator,False
STRESS_0070,R5,R5_MISLEADING_SOURCE,100,B0,0.5690804422,0,0,0,frozen target-only reference,False
STRESS_0070,R5,R5_MISLEADING_SOURCE,100,B4,0.5251626042,-0.0439178387,0.95,0.27,frozen non-selectable comparator,False
STRESS_0071,R5,R5_MISLEADING_SOURCE,100,A0,0.5739404967,-0.0007653959918,0,0,frozen non-selectable comparator,False
STRESS_0071,R5,R5_MISLEADING_SOURCE,100,A1,0.6168209812,0.04211508729,0.13,0.09,frozen non-selectable comparator,False
STRESS_0071,R5,R5_MISLEADING_SOURCE,100,A2,0.5834138259,0.008707929999,0.27,0.11,frozen selectable architecture,True
STRESS_0071,R5,R5_MISLEADING_SOURCE,100,A3,0.4510858157,-0.1236200804,1,0.97,frozen selectable architecture,True
STRESS_0071,R5,R5_MISLEADING_SOURCE,100,A4,0.4752367797,-0.09946911502,0.99,0.95,frozen non-selectable comparator,False
STRESS_0071,R5,R5_MISLEADING_SOURCE,100,B0,0.5747058976,0,0,0,frozen target-only reference,False
STRESS_0071,R5,R5_MISLEADING_SOURCE,100,B4,0.5322426355,-0.04246326106,0.95,0.3,frozen non-selectable comparator,False
STRESS_0072,R2,R2_PARTIALLY_TRANSPORTABLE,100,A0,0.5230772424,-0.0007791989653,0,0,frozen non-selectable comparator,False
STRESS_0072,R2,R2_PARTIALLY_TRANSPORTABLE,100,A1,0.5032144737,-0.02064197182,0.52,0.28,frozen non-selectable comparator,False
STRESS_0072,R2,R2_PARTIALLY_TRANSPORTABLE,100,A2,0.5186263627,-0.005230083766,0.28,0.05,frozen selectable architecture,True
STRESS_0072,R2,R2_PARTIALLY_TRANSPORTABLE,100,A3,0.5471842152,0.02332777116,0.05,0,frozen selectable architecture,True
STRESS_0072,R2,R2_PARTIALLY_TRANSPORTABLE,100,A4,0.540412342,0.01655589629,0.09,0,frozen non-selectable comparator,False
STRESS_0072,R2,R2_PARTIALLY_TRANSPORTABLE,100,B0,0.5238564467,0,0,0,frozen target-only reference,False
STRESS_0072,R2,R2_PARTIALLY_TRANSPORTABLE,100,B4,0.5338069189,0.009950474349,0,0,frozen non-selectable comparator,False
STRESS_0073,R2,R2_PARTIALLY_TRANSPORTABLE,100,A0,0.5219701105,-6.915299769e-05,0,0,frozen non-selectable comparator,False
STRESS_0073,R2,R2_PARTIALLY_TRANSPORTABLE,100,A1,0.5047213665,-0.0173178999,0.47,0.28,frozen non-selectable comparator,False
STRESS_0073,R2,R2_PARTIALLY_TRANSPORTABLE,100,A2,0.5185205385,-0.003518724656,0.34,0.08,frozen selectable architecture,True
STRESS_0073,R2,R2_PARTIALLY_TRANSPORTABLE,100,A3,0.5466173175,0.02457805279,0.04,0,frozen selectable architecture,True
STRESS_0073,R2,R2_PARTIALLY_TRANSPORTABLE,100,A4,0.5354326203,0.01339335698,0.08,0.01,frozen non-selectable comparator,False
STRESS_0073,R2,R2_PARTIALLY_TRANSPORTABLE,100,B0,0.5220392635,0,0,0,frozen target-only reference,False
STRESS_0073,R2,R2_PARTIALLY_TRANSPORTABLE,100,B4,0.5296169066,0.007577643558,0,0,frozen non-selectable comparator,False
STRESS_0074,R2,R2_PARTIALLY_TRANSPORTABLE,100,A0,0.5187357959,-0.002473476724,0,0,frozen non-selectable comparator,False
STRESS_0074,R2,R2_PARTIALLY_TRANSPORTABLE,100,A1,0.5016179103,-0.01959136311,0.54,0.3,frozen non-selectable comparator,False
STRESS_0074,R2,R2_PARTIALLY_TRANSPORTABLE,100,A2,0.520443531,-0.0007657464175,0.38,0.17,frozen selectable architecture,True
STRESS_0074,R2,R2_PARTIALLY_TRANSPORTABLE,100,A3,0.5418355811,0.02062630866,0.12,0,frozen selectable architecture,True
STRESS_0074,R2,R2_PARTIALLY_TRANSPORTABLE,100,A4,0.5357295969,0.01452032148,0.15,0.02,frozen non-selectable comparator,False
STRESS_0074,R2,R2_PARTIALLY_TRANSPORTABLE,100,B0,0.5212092745,0,0,0,frozen target-only reference,False
STRESS_0074,R2,R2_PARTIALLY_TRANSPORTABLE,100,B4,0.5293577147,0.008148441371,0,0,frozen non-selectable comparator,False
STRESS_0075,R2,R2_PARTIALLY_TRANSPORTABLE,100,A0,0.5231213337,-0.0001381231102,0,0,frozen non-selectable comparator,False
STRESS_0075,R2,R2_PARTIALLY_TRANSPORTABLE,100,A1,0.5044067335,-0.01885272309,0.45,0.26,frozen non-selectable comparator,False
STRESS_0075,R2,R2_PARTIALLY_TRANSPORTABLE,100,A2,0.5189284274,-0.004331030208,0.27,0.09,frozen selectable architecture,True
STRESS_0075,R2,R2_PARTIALLY_TRANSPORTABLE,100,A3,0.5486834681,0.02542401294,0.06,0,frozen selectable architecture,True
STRESS_0075,R2,R2_PARTIALLY_TRANSPORTABLE,100,A4,0.5379155472,0.0146560918,0.08,0,frozen non-selectable comparator,False
STRESS_0075,R2,R2_PARTIALLY_TRANSPORTABLE,100,B0,0.5232594591,0,0,0,frozen target-only reference,False
STRESS_0075,R2,R2_PARTIALLY_TRANSPORTABLE,100,B4,0.5327214992,0.009462040242,0,0,frozen non-selectable comparator,False
STRESS_0076,R2,R2_PARTIALLY_TRANSPORTABLE,100,A0,0.5171061292,-0.0004209519534,0,0,frozen non-selectable comparator,False
STRESS_0076,R2,R2_PARTIALLY_TRANSPORTABLE,100,A1,0.5127717048,-0.004755378995,0.38,0.21,frozen non-selectable comparator,False
STRESS_0076,R2,R2_PARTIALLY_TRANSPORTABLE,100,A2,0.5204096413,0.002882556475,0.3,0.09,frozen selectable architecture,True
STRESS_0076,R2,R2_PARTIALLY_TRANSPORTABLE,100,A3,0.5456411967,0.0281141128,0.03,0,frozen selectable architecture,True
STRESS_0076,R2,R2_PARTIALLY_TRANSPORTABLE,100,A4,0.5345500693,0.01702298425,0.11,0.01,frozen non-selectable comparator,False
STRESS_0076,R2,R2_PARTIALLY_TRANSPORTABLE,100,B0,0.5175270867,0,0,0,frozen target-only reference,False
STRESS_0076,R2,R2_PARTIALLY_TRANSPORTABLE,100,B4,0.5270063192,0.009479235409,0,0,frozen non-selectable comparator,False
STRESS_0077,R2,R2_PARTIALLY_TRANSPORTABLE,100,A0,0.5174853313,-0.000507714544,0,0,frozen non-selectable comparator,False
STRESS_0077,R2,R2_PARTIALLY_TRANSPORTABLE,100,A1,0.4907325339,-0.02726050795,0.55,0.29,frozen non-selectable comparator,False
STRESS_0077,R2,R2_PARTIALLY_TRANSPORTABLE,100,A2,0.517649118,-0.0003439231642,0.32,0.09,frozen selectable architecture,True
STRESS_0077,R2,R2_PARTIALLY_TRANSPORTABLE,100,A3,0.5451740599,0.02718101624,0.08,0.02,frozen selectable architecture,True
STRESS_0077,R2,R2_PARTIALLY_TRANSPORTABLE,100,A4,0.5373780093,0.01938496732,0.1,0,frozen non-selectable comparator,False
STRESS_0077,R2,R2_PARTIALLY_TRANSPORTABLE,100,B0,0.5179930413,0,0,0,frozen target-only reference,False
STRESS_0077,R2,R2_PARTIALLY_TRANSPORTABLE,100,B4,0.5258829546,0.007889911374,0,0,frozen non-selectable comparator,False
STRESS_0078,R2,R2_PARTIALLY_TRANSPORTABLE,100,A0,0.5210106137,1.069438302e-05,0,0,frozen non-selectable comparator,False
STRESS_0078,R2,R2_PARTIALLY_TRANSPORTABLE,100,A1,0.4973721984,-0.02362771909,0.54,0.32,frozen non-selectable comparator,False
STRESS_0078,R2,R2_PARTIALLY_TRANSPORTABLE,100,A2,0.5146525875,-0.00634733022,0.31,0.07,frozen selectable architecture,True
STRESS_0078,R2,R2_PARTIALLY_TRANSPORTABLE,100,A3,0.5453513148,0.02435139878,0.05,0.01,frozen selectable architecture,True
STRESS_0078,R2,R2_PARTIALLY_TRANSPORTABLE,100,A4,0.5366322762,0.01563236209,0.14,0.01,frozen non-selectable comparator,False
STRESS_0078,R2,R2_PARTIALLY_TRANSPORTABLE,100,B0,0.5209999183,0,0,0,frozen target-only reference,False
STRESS_0078,R2,R2_PARTIALLY_TRANSPORTABLE,100,B4,0.5306595153,0.00965960011,0.01,0,frozen non-selectable comparator,False
STRESS_0079,R2,R2_PARTIALLY_TRANSPORTABLE,100,A0,0.515043042,-0.0002295090283,0,0,frozen non-selectable comparator,False
STRESS_0079,R2,R2_PARTIALLY_TRANSPORTABLE,100,A1,0.494867537,-0.02040501542,0.54,0.28,frozen non-selectable comparator,False
STRESS_0079,R2,R2_PARTIALLY_TRANSPORTABLE,100,A2,0.5159283292,0.0006557744604,0.27,0.09,frozen selectable architecture,True
STRESS_0079,R2,R2_PARTIALLY_TRANSPORTABLE,100,A3,0.5480976695,0.03282511815,0.02,0,frozen selectable architecture,True
STRESS_0079,R2,R2_PARTIALLY_TRANSPORTABLE,100,A4,0.5356712794,0.02039872516,0.06,0,frozen non-selectable comparator,False
STRESS_0079,R2,R2_PARTIALLY_TRANSPORTABLE,100,B0,0.5152725515,0,0,0,frozen target-only reference,False
STRESS_0079,R2,R2_PARTIALLY_TRANSPORTABLE,100,B4,0.5255545485,0.01028199909,0,0,frozen non-selectable comparator,False
STRESS_0080,R2,R2_PARTIALLY_TRANSPORTABLE,100,A0,0.5063295305,-0.0008047267071,0.01,0,frozen non-selectable comparator,False
STRESS_0080,R2,R2_PARTIALLY_TRANSPORTABLE,100,A1,0.4979028365,-0.00923142222,0.44,0.2,frozen non-selectable comparator,False
STRESS_0080,R2,R2_PARTIALLY_TRANSPORTABLE,100,A2,0.5171241412,0.009989887169,0.22,0.06,frozen selectable architecture,True
STRESS_0080,R2,R2_PARTIALLY_TRANSPORTABLE,100,A3,0.535825538,0.02869128019,0.06,0,frozen selectable architecture,True
STRESS_0080,R2,R2_PARTIALLY_TRANSPORTABLE,100,A4,0.5230498493,0.01591558958,0.12,0,frozen non-selectable comparator,False
STRESS_0080,R2,R2_PARTIALLY_TRANSPORTABLE,100,B0,0.5071342555,0,0,0,frozen target-only reference,False
STRESS_0080,R2,R2_PARTIALLY_TRANSPORTABLE,100,B4,0.513476831,0.00634257324,0,0,frozen non-selectable comparator,False
STRESS_0081,R2,R2_PARTIALLY_TRANSPORTABLE,100,A0,0.5192051712,-0.0006560514894,0,0,frozen non-selectable comparator,False
STRESS_0081,R2,R2_PARTIALLY_TRANSPORTABLE,100,A1,0.5012495562,-0.01861166646,0.45,0.34,frozen non-selectable comparator,False
STRESS_0081,R2,R2_PARTIALLY_TRANSPORTABLE,100,A2,0.5189197499,-0.0009414746827,0.32,0.09,frozen selectable architecture,True
STRESS_0081,R2,R2_PARTIALLY_TRANSPORTABLE,100,A3,0.5486508486,0.02878962744,0.09,0.01,frozen selectable architecture,True
STRESS_0081,R2,R2_PARTIALLY_TRANSPORTABLE,100,A4,0.5386898714,0.01882864769,0.11,0.01,frozen non-selectable comparator,False
STRESS_0081,R2,R2_PARTIALLY_TRANSPORTABLE,100,B0,0.519861221,0,0,0,frozen target-only reference,False
STRESS_0081,R2,R2_PARTIALLY_TRANSPORTABLE,100,B4,0.5301192576,0.01025803711,0,0,frozen non-selectable comparator,False
STRESS_0082,R2,R2_PARTIALLY_TRANSPORTABLE,100,A0,0.5201917398,-0.0004975436996,0,0,frozen non-selectable comparator,False
STRESS_0082,R2,R2_PARTIALLY_TRANSPORTABLE,100,A1,0.5028457782,-0.01784350414,0.49,0.31,frozen non-selectable comparator,False
STRESS_0082,R2,R2_PARTIALLY_TRANSPORTABLE,100,A2,0.5254806554,0.004791374628,0.26,0.03,frozen selectable architecture,True
STRESS_0082,R2,R2_PARTIALLY_TRANSPORTABLE,100,A3,0.5381971237,0.01750784056,0.09,0.03,frozen selectable architecture,True
STRESS_0082,R2,R2_PARTIALLY_TRANSPORTABLE,100,A4,0.5433953699,0.02270608682,0.04,0,frozen non-selectable comparator,False
STRESS_0082,R2,R2_PARTIALLY_TRANSPORTABLE,100,B0,0.5206892818,0,0,0,frozen target-only reference,False
STRESS_0082,R2,R2_PARTIALLY_TRANSPORTABLE,100,B4,0.5321717054,0.01148242204,0,0,frozen non-selectable comparator,False
STRESS_0083,R2,R2_PARTIALLY_TRANSPORTABLE,100,A0,0.5165058812,-0.0009918387101,0,0,frozen non-selectable comparator,False
STRESS_0083,R2,R2_PARTIALLY_TRANSPORTABLE,100,A1,0.4976739284,-0.01982379305,0.48,0.28,frozen non-selectable comparator,False
STRESS_0083,R2,R2_PARTIALLY_TRANSPORTABLE,100,A2,0.5172445959,-0.0002531264388,0.31,0.1,frozen selectable architecture,True
STRESS_0083,R2,R2_PARTIALLY_TRANSPORTABLE,100,A3,0.5110218367,-0.006475883756,0.32,0.07,frozen selectable architecture,True
STRESS_0083,R2,R2_PARTIALLY_TRANSPORTABLE,100,A4,0.5357257223,0.01822800202,0.08,0.01,frozen non-selectable comparator,False
STRESS_0083,R2,R2_PARTIALLY_TRANSPORTABLE,100,B0,0.5174977228,0,0,0,frozen target-only reference,False
STRESS_0083,R2,R2_PARTIALLY_TRANSPORTABLE,100,B4,0.5277589005,0.01026117979,0.01,0,frozen non-selectable comparator,False
STRESS_0084,R2,R2_PARTIALLY_TRANSPORTABLE,100,A0,0.5163030761,-0.0007381061822,0,0,frozen non-selectable comparator,False
STRESS_0084,R2,R2_PARTIALLY_TRANSPORTABLE,100,A1,0.4939865574,-0.02305462601,0.53,0.3,frozen non-selectable comparator,False
STRESS_0084,R2,R2_PARTIALLY_TRANSPORTABLE,100,A2,0.5168034074,-0.0002377761453,0.28,0.1,frozen selectable architecture,True
STRESS_0084,R2,R2_PARTIALLY_TRANSPORTABLE,100,A3,0.5414782158,0.02443703208,0.08,0,frozen selectable architecture,True
STRESS_0084,R2,R2_PARTIALLY_TRANSPORTABLE,100,A4,0.5341525403,0.01711135706,0.08,0,frozen non-selectable comparator,False
STRESS_0084,R2,R2_PARTIALLY_TRANSPORTABLE,100,B0,0.5170411822,0,0,0,frozen target-only reference,False
STRESS_0084,R2,R2_PARTIALLY_TRANSPORTABLE,100,B4,0.5264515299,0.009410348881,0,0,frozen non-selectable comparator,False
STRESS_0085,R2,R2_PARTIALLY_TRANSPORTABLE,100,A0,0.5206148303,-0.0004221301491,0,0,frozen non-selectable comparator,False
STRESS_0085,R2,R2_PARTIALLY_TRANSPORTABLE,100,A1,0.5077681717,-0.01326878969,0.45,0.21,frozen non-selectable comparator,False
STRESS_0085,R2,R2_PARTIALLY_TRANSPORTABLE,100,A2,0.5188714716,-0.002165492278,0.27,0.1,frozen selectable architecture,True
STRESS_0085,R2,R2_PARTIALLY_TRANSPORTABLE,100,A3,0.5312200472,0.01018308422,0.12,0.03,frozen selectable architecture,True
STRESS_0085,R2,R2_PARTIALLY_TRANSPORTABLE,100,A4,0.5323320803,0.01129512037,0.12,0.03,frozen non-selectable comparator,False
STRESS_0085,R2,R2_PARTIALLY_TRANSPORTABLE,100,B0,0.5210369605,0,0,0,frozen target-only reference,False
STRESS_0085,R2,R2_PARTIALLY_TRANSPORTABLE,100,B4,0.5282078269,0.007170866781,0,0,frozen non-selectable comparator,False
STRESS_0086,R2,R2_PARTIALLY_TRANSPORTABLE,100,A0,0.5193733793,-0.0005992619555,0,0,frozen non-selectable comparator,False
STRESS_0086,R2,R2_PARTIALLY_TRANSPORTABLE,100,A1,0.4965598387,-0.02341280065,0.56,0.24,frozen non-selectable comparator,False
STRESS_0086,R2,R2_PARTIALLY_TRANSPORTABLE,100,A2,0.5212732777,0.001300635125,0.27,0.02,frozen selectable architecture,True
STRESS_0086,R2,R2_PARTIALLY_TRANSPORTABLE,100,A3,0.5159304413,-0.004042197293,0.32,0.05,frozen selectable architecture,True
